Dates,ID
3/12/2020,111
3/13/2020,112
3/14/2020,113
3/15/2020,114
3/16/2020,115
3/17/2020,116
3/18/2020,117
3/19/2020,118
3/20/2020,119
3/21/2020,120
1/22/2020,121
1/23/2020,122
1/24/2020,123
1/25/2020,124
1/26/2020,125
1/27/2020,126
1/28/2020,127
1/29/2020,128
1/30/2020,129
1/31/2020,130
2/1/2020,131
2/2/2020,132
2/3/2020,133
2/4/2020,134
2/5/2020,135
2/6/2020,136
2/7/2020,137
2/8/2020,138
2/9/2020,139
2/10/2020,140
2/11/2020,141
2/12/2020,142
2/13/2020,143
2/14/2020,144
2/15/2020,145
2/16/2020,146
2/17/2020,147
2/18/2020,148
2/19/2020,149
2/20/2020,150
2/21/2020,151
2/22/2020,152
2/23/2020,153
2/24/2020,154
2/25/2020,155
2/26/2020,156
2/27/2020,157
2/28/2020,158
2/29/2020,159
3/1/2020,160
3/2/2020,161
3/3/2020,162
3/4/2020,163
3/5/2020,164
3/6/2020,165
3/7/2020,166
3/8/2020,167
3/9/2020,168
3/10/2020,169
3/11/2020,170
3/12/2020,171
3/13/2020,172
3/14/2020,173
3/15/2020,174
3/16/2020,175
3/17/2020,176
3/18/2020,177
3/19/2020,178
3/20/2020,179
3/21/2020,180
1/22/2020,181
1/23/2020,182
1/24/2020,183
1/25/2020,184
1/26/2020,185
1/27/2020,186
1/28/2020,187
1/29/2020,188
1/30/2020,189
1/31/2020,190
2/1/2020,191
2/2/2020,192
2/3/2020,193
2/4/2020,194
2/5/2020,195
2/6/2020,196
2/7/2020,197
2/8/2020,198
2/9/2020,199
2/10/2020,200
2/11/2020,201
2/12/2020,202
2/13/2020,203
2/14/2020,204
2/15/2020,205
2/16/2020,206
2/17/2020,207
2/18/2020,208
2/19/2020,209
2/20/2020,210
2/21/2020,211
2/22/2020,212
2/23/2020,213
2/24/2020,214
2/25/2020,215
2/26/2020,216
2/27/2020,217
2/28/2020,218
2/29/2020,219
3/1/2020,220
3/2/2020,221
3/3/2020,222
3/4/2020,223
3/5/2020,224
3/6/2020,225
3/7/2020,226
3/8/2020,227
3/9/2020,228
3/10/2020,229
3/11/2020,230
3/12/2020,231
3/13/2020,232
3/14/2020,233
3/15/2020,234
3/16/2020,235
3/17/2020,236
3/18/2020,237
3/19/2020,238
3/20/2020,239
3/21/2020,240
1/22/2020,241
1/23/2020,242
1/24/2020,243
1/25/2020,244
1/26/2020,245
1/27/2020,246
1/28/2020,247
1/29/2020,248
1/30/2020,249
1/31/2020,250
2/1/2020,251
2/2/2020,252
2/3/2020,253
2/4/2020,254
2/5/2020,255
2/6/2020,256
2/7/2020,257
2/8/2020,258
2/9/2020,259
2/10/2020,260
2/11/2020,261
2/12/2020,262
2/13/2020,263
2/14/2020,264
2/15/2020,265
2/16/2020,266
2/17/2020,267
2/18/2020,268
2/19/2020,269
2/20/2020,270
2/21/2020,271
2/22/2020,272
2/23/2020,273
2/24/2020,274
2/25/2020,275
2/26/2020,276
2/27/2020,277
2/28/2020,278
2/29/2020,279
3/1/2020,280
3/2/2020,281
3/3/2020,282
3/4/2020,283
3/5/2020,284
3/6/2020,285
3/7/2020,286
3/8/2020,287
3/9/2020,288
3/10/2020,289
3/11/2020,290
3/12/2020,291
3/13/2020,292
3/14/2020,293
3/15/2020,294
3/16/2020,295
3/17/2020,296
3/18/2020,297
3/19/2020,298
3/20/2020,299
3/21/2020,300
1/22/2020,301
1/23/2020,302
1/24/2020,303
1/25/2020,304
1/26/2020,305
1/27/2020,306
1/28/2020,307
1/29/2020,308
1/30/2020,309
1/31/2020,310
2/1/2020,311
2/2/2020,312
2/3/2020,313
2/4/2020,314
2/5/2020,315
2/6/2020,316
2/7/2020,317
2/8/2020,318
2/9/2020,319
2/10/2020,320
2/11/2020,321
2/12/2020,322
2/13/2020,323
2/14/2020,324
2/15/2020,325
2/16/2020,326
2/17/2020,327
2/18/2020,328
2/19/2020,329
2/20/2020,330
2/21/2020,331
2/22/2020,332
2/23/2020,333
2/24/2020,334
2/25/2020,335
2/26/2020,336
2/27/2020,337
2/28/2020,338
2/29/2020,339
3/1/2020,340
3/2/2020,341
3/3/2020,342
3/4/2020,343
3/5/2020,344
3/6/2020,345
3/7/2020,346
3/8/2020,347
3/9/2020,348
3/10/2020,349
3/11/2020,350
3/12/2020,351
3/13/2020,352
3/14/2020,353
3/15/2020,354
3/16/2020,355
3/17/2020,356
3/18/2020,357
3/19/2020,358
3/20/2020,359
3/21/2020,360
1/22/2020,361
1/23/2020,362
1/24/2020,363
1/25/2020,364
1/26/2020,365
1/27/2020,366
1/28/2020,367
1/29/2020,368
1/30/2020,369
1/31/2020,370
2/1/2020,371
2/2/2020,372
2/3/2020,373
2/4/2020,374
2/5/2020,375
2/6/2020,376
2/7/2020,377
2/8/2020,378
2/9/2020,379
2/10/2020,380
2/11/2020,381
2/12/2020,382
2/13/2020,383
2/14/2020,384
2/15/2020,385
2/16/2020,386
2/17/2020,387
2/18/2020,388
2/19/2020,389
2/20/2020,390
2/21/2020,391
2/22/2020,392
2/23/2020,393
2/24/2020,394
2/25/2020,395
2/26/2020,396
2/27/2020,397
2/28/2020,398
2/29/2020,399
3/1/2020,400
3/2/2020,401
3/3/2020,402
3/4/2020,403
3/5/2020,404
3/6/2020,405
3/7/2020,406
3/8/2020,407
3/9/2020,408
3/10/2020,409
3/11/2020,410
3/12/2020,411
3/13/2020,412
3/14/2020,413
3/15/2020,414
3/16/2020,415
3/17/2020,416
3/18/2020,417
3/19/2020,418
3/20/2020,419
3/21/2020,420
1/22/2020,421
1/23/2020,422
1/24/2020,423
1/25/2020,424
1/26/2020,425
1/27/2020,426
1/28/2020,427
1/29/2020,428
1/30/2020,429
1/31/2020,430
2/1/2020,431
2/2/2020,432
2/3/2020,433
2/4/2020,434
2/5/2020,435
2/6/2020,436
2/7/2020,437
2/8/2020,438
2/9/2020,439
2/10/2020,440
2/11/2020,441
2/12/2020,442
2/13/2020,443
2/14/2020,444
2/15/2020,445
2/16/2020,446
2/17/2020,447
2/18/2020,448
2/19/2020,449
2/20/2020,450
2/21/2020,451
2/22/2020,452
2/23/2020,453
2/24/2020,454
2/25/2020,455
2/26/2020,456
2/27/2020,457
2/28/2020,458
2/29/2020,459
3/1/2020,460
3/2/2020,461
3/3/2020,462
3/4/2020,463
3/5/2020,464
3/6/2020,465
3/7/2020,466
3/8/2020,467
3/9/2020,468
3/10/2020,469
3/11/2020,470
3/12/2020,471
3/13/2020,472
3/14/2020,473
3/15/2020,474
3/16/2020,475
3/17/2020,476
3/18/2020,477
3/19/2020,478
3/20/2020,479
3/21/2020,480
1/22/2020,481
1/23/2020,482
1/24/2020,483
1/25/2020,484
1/26/2020,485
1/27/2020,486
1/28/2020,487
1/29/2020,488
1/30/2020,489
1/31/2020,490
2/1/2020,491
2/2/2020,492
2/3/2020,493
2/4/2020,494
2/5/2020,495
2/6/2020,496
2/7/2020,497
2/8/2020,498
2/9/2020,499
2/10/2020,500
2/11/2020,501
2/12/2020,502
2/13/2020,503
2/14/2020,504
2/15/2020,505
2/16/2020,506
2/17/2020,507
2/18/2020,508
2/19/2020,509
2/20/2020,510
2/21/2020,511
2/22/2020,512
2/23/2020,513
2/24/2020,514
2/25/2020,515
2/26/2020,516
2/27/2020,517
2/28/2020,518
2/29/2020,519
3/1/2020,520
3/2/2020,521
3/3/2020,522
3/4/2020,523
3/5/2020,524
3/6/2020,525
3/7/2020,526
3/8/2020,527
3/9/2020,528
3/10/2020,529
3/11/2020,530
3/12/2020,531
3/13/2020,532
3/14/2020,533
3/15/2020,534
3/16/2020,535
3/17/2020,536
3/18/2020,537
3/19/2020,538
3/20/2020,539
3/21/2020,540
1/22/2020,541
1/23/2020,542
1/24/2020,543
1/25/2020,544
1/26/2020,545
1/27/2020,546
1/28/2020,547
1/29/2020,548
1/30/2020,549
1/31/2020,550
2/1/2020,551
2/2/2020,552
2/3/2020,553
2/4/2020,554
2/5/2020,555
2/6/2020,556
2/7/2020,557
2/8/2020,558
2/9/2020,559
2/10/2020,560
2/11/2020,561
2/12/2020,562
2/13/2020,563
2/14/2020,564
2/15/2020,565
2/16/2020,566
2/17/2020,567
2/18/2020,568
2/19/2020,569
2/20/2020,570
2/21/2020,571
2/22/2020,572
2/23/2020,573
2/24/2020,574
2/25/2020,575
2/26/2020,576
2/27/2020,577
2/28/2020,578
2/29/2020,579
3/1/2020,580
3/2/2020,581
3/3/2020,582
3/4/2020,583
3/5/2020,584
3/6/2020,585
3/7/2020,586
3/8/2020,587
3/9/2020,588
3/10/2020,589
3/11/2020,590
3/12/2020,591
3/13/2020,592
3/14/2020,593
3/15/2020,594
3/16/2020,595
3/17/2020,596
3/18/2020,597
3/19/2020,598
3/20/2020,599
3/21/2020,600
1/22/2020,601
1/23/2020,602
1/24/2020,603
1/25/2020,604
1/26/2020,605
1/27/2020,606
1/28/2020,607
1/29/2020,608
1/30/2020,609
1/31/2020,610
2/1/2020,611
2/2/2020,612
2/3/2020,613
2/4/2020,614
2/5/2020,615
2/6/2020,616
2/7/2020,617
2/8/2020,618
2/9/2020,619
2/10/2020,620
2/11/2020,621
2/12/2020,622
2/13/2020,623
2/14/2020,624
2/15/2020,625
2/16/2020,626
2/17/2020,627
2/18/2020,628
2/19/2020,629
2/20/2020,630
2/21/2020,631
2/22/2020,632
2/23/2020,633
2/24/2020,634
2/25/2020,635
2/26/2020,636
2/27/2020,637
2/28/2020,638
2/29/2020,639
3/1/2020,640
3/2/2020,641
3/3/2020,642
3/4/2020,643
3/5/2020,644
3/6/2020,645
3/7/2020,646
3/8/2020,647
3/9/2020,648
3/10/2020,649
3/11/2020,650
3/12/2020,651
3/13/2020,652
3/14/2020,653
3/15/2020,654
3/16/2020,655
3/17/2020,656
3/18/2020,657
3/19/2020,658
3/20/2020,659
3/21/2020,660
1/22/2020,661
1/23/2020,662
1/24/2020,663
1/25/2020,664
1/26/2020,665
1/27/2020,666
1/28/2020,667
1/29/2020,668
1/30/2020,669
1/31/2020,670
2/1/2020,671
2/2/2020,672
2/3/2020,673
2/4/2020,674
2/5/2020,675
2/6/2020,676
2/7/2020,677
2/8/2020,678
2/9/2020,679
2/10/2020,680
2/11/2020,681
2/12/2020,682
2/13/2020,683
2/14/2020,684
2/15/2020,685
2/16/2020,686
2/17/2020,687
2/18/2020,688
2/19/2020,689
2/20/2020,690
2/21/2020,691
2/22/2020,692
2/23/2020,693
2/24/2020,694
2/25/2020,695
2/26/2020,696
2/27/2020,697
2/28/2020,698
2/29/2020,699
3/1/2020,700
3/2/2020,701
3/3/2020,702
3/4/2020,703
3/5/2020,704
3/6/2020,705
3/7/2020,706
3/8/2020,707
3/9/2020,708
3/10/2020,709
3/11/2020,710
3/12/2020,711
3/13/2020,712
3/14/2020,713
3/15/2020,714
3/16/2020,715
3/17/2020,716
3/18/2020,717
3/19/2020,718
3/20/2020,719
3/21/2020,720
1/22/2020,721
1/23/2020,722
1/24/2020,723
1/25/2020,724
1/26/2020,725
1/27/2020,726
1/28/2020,727
1/29/2020,728
1/30/2020,729
1/31/2020,730
2/1/2020,731
2/2/2020,732
2/3/2020,733
2/4/2020,734
2/5/2020,735
2/6/2020,736
2/7/2020,737
2/8/2020,738
2/9/2020,739
2/10/2020,740
2/11/2020,741
2/12/2020,742
2/13/2020,743
2/14/2020,744
2/15/2020,745
2/16/2020,746
2/17/2020,747
2/18/2020,748
2/19/2020,749
2/20/2020,750
2/21/2020,751
2/22/2020,752
2/23/2020,753
2/24/2020,754
2/25/2020,755
2/26/2020,756
2/27/2020,757
2/28/2020,758
2/29/2020,759
3/1/2020,760
3/2/2020,761
3/3/2020,762
3/4/2020,763
3/5/2020,764
3/6/2020,765
3/7/2020,766
3/8/2020,767
3/9/2020,768
3/10/2020,769
3/11/2020,770
3/12/2020,771
3/13/2020,772
3/14/2020,773
3/15/2020,774
3/16/2020,775
3/17/2020,776
3/18/2020,777
3/19/2020,778
3/20/2020,779
3/21/2020,780
1/22/2020,781
1/23/2020,782
1/24/2020,783
1/25/2020,784
1/26/2020,785
1/27/2020,786
1/28/2020,787
1/29/2020,788
1/30/2020,789
1/31/2020,790
2/1/2020,791
2/2/2020,792
2/3/2020,793
2/4/2020,794
2/5/2020,795
2/6/2020,796
2/7/2020,797
2/8/2020,798
2/9/2020,799
2/10/2020,800
2/11/2020,801
2/12/2020,802
2/13/2020,803
2/14/2020,804
2/15/2020,805
2/16/2020,806
2/17/2020,807
2/18/2020,808
2/19/2020,809
2/20/2020,810
2/21/2020,811
2/22/2020,812
2/23/2020,813
2/24/2020,814
2/25/2020,815
2/26/2020,816
2/27/2020,817
2/28/2020,818
2/29/2020,819
3/1/2020,820
3/2/2020,821
3/3/2020,822
3/4/2020,823
3/5/2020,824
3/6/2020,825
3/7/2020,826
3/8/2020,827
3/9/2020,828
3/10/2020,829
3/11/2020,830
3/12/2020,831
3/13/2020,832
3/14/2020,833
3/15/2020,834
3/16/2020,835
3/17/2020,836
3/18/2020,837
3/19/2020,838
3/20/2020,839
3/21/2020,840
1/22/2020,841
1/23/2020,842
1/24/2020,843
1/25/2020,844
1/26/2020,845
1/27/2020,846
1/28/2020,847
1/29/2020,848
1/30/2020,849
1/31/2020,850
2/1/2020,851
2/2/2020,852
2/3/2020,853
2/4/2020,854
2/5/2020,855
2/6/2020,856
2/7/2020,857
2/8/2020,858
2/9/2020,859
2/10/2020,860
2/11/2020,861
2/12/2020,862
2/13/2020,863
2/14/2020,864
2/15/2020,865
2/16/2020,866
2/17/2020,867
2/18/2020,868
2/19/2020,869
2/20/2020,870
2/21/2020,871
2/22/2020,872
2/23/2020,873
2/24/2020,874
2/25/2020,875
2/26/2020,876
2/27/2020,877
2/28/2020,878
2/29/2020,879
3/1/2020,880
3/2/2020,881
3/3/2020,882
3/4/2020,883
3/5/2020,884
3/6/2020,885
3/7/2020,886
3/8/2020,887
3/9/2020,888
3/10/2020,889
3/11/2020,890
3/12/2020,891
3/13/2020,892
3/14/2020,893
3/15/2020,894
3/16/2020,895
3/17/2020,896
3/18/2020,897
3/19/2020,898
3/20/2020,899
3/21/2020,900
1/22/2020,901
1/23/2020,902
1/24/2020,903
1/25/2020,904
1/26/2020,905
1/27/2020,906
1/28/2020,907
1/29/2020,908
1/30/2020,909
1/31/2020,910
2/1/2020,911
2/2/2020,912
2/3/2020,913
2/4/2020,914
2/5/2020,915
2/6/2020,916
2/7/2020,917
2/8/2020,918
2/9/2020,919
2/10/2020,920
2/11/2020,921
2/12/2020,922
2/13/2020,923
2/14/2020,924
2/15/2020,925
2/16/2020,926
2/17/2020,927
2/18/2020,928
2/19/2020,929
2/20/2020,930
2/21/2020,931
2/22/2020,932
2/23/2020,933
2/24/2020,934
2/25/2020,935
2/26/2020,936
2/27/2020,937
2/28/2020,938
2/29/2020,939
3/1/2020,940
3/2/2020,941
3/3/2020,942
3/4/2020,943
3/5/2020,944
3/6/2020,945
3/7/2020,946
3/8/2020,947
3/9/2020,948
3/10/2020,949
3/11/2020,950
3/12/2020,951
3/13/2020,952
3/14/2020,953
3/15/2020,954
3/16/2020,955
3/17/2020,956
3/18/2020,957
3/19/2020,958
3/20/2020,959
3/21/2020,960
1/22/2020,961
1/23/2020,962
1/24/2020,963
1/25/2020,964
1/26/2020,965
1/27/2020,966
1/28/2020,967
1/29/2020,968
1/30/2020,969
1/31/2020,970
2/1/2020,971
2/2/2020,972
2/3/2020,973
2/4/2020,974
2/5/2020,975
2/6/2020,976
2/7/2020,977
2/8/2020,978
2/9/2020,979
2/10/2020,980
2/11/2020,981
2/12/2020,982
2/13/2020,983
2/14/2020,984
2/15/2020,985
2/16/2020,986
2/17/2020,987
2/18/2020,988
2/19/2020,989
2/20/2020,990
2/21/2020,991
2/22/2020,992
2/23/2020,993
2/24/2020,994
2/25/2020,995
2/26/2020,996
2/27/2020,997
2/28/2020,998
2/29/2020,999
3/1/2020,1000
3/2/2020,1001
3/3/2020,1002
3/4/2020,1003
3/5/2020,1004
3/6/2020,1005
3/7/2020,1006
3/8/2020,1007
3/9/2020,1008
3/10/2020,1009
3/11/2020,1010
3/12/2020,1011
3/13/2020,1012
3/14/2020,1013
3/15/2020,1014
3/16/2020,1015
3/17/2020,1016
3/18/2020,1017
3/19/2020,1018
3/20/2020,1019
3/21/2020,1020
1/22/2020,1021
1/23/2020,1022
1/24/2020,1023
1/25/2020,1024
1/26/2020,1025
1/27/2020,1026
1/28/2020,1027
1/29/2020,1028
1/30/2020,1029
1/31/2020,1030
2/1/2020,1031
2/2/2020,1032
2/3/2020,1033
2/4/2020,1034
2/5/2020,1035
2/6/2020,1036
2/7/2020,1037
2/8/2020,1038
2/9/2020,1039
2/10/2020,1040
2/11/2020,1041
2/12/2020,1042
2/13/2020,1043
2/14/2020,1044
2/15/2020,1045
2/16/2020,1046
2/17/2020,1047
2/18/2020,1048
2/19/2020,1049
2/20/2020,1050
2/21/2020,1051
2/22/2020,1052
2/23/2020,1053
2/24/2020,1054
2/25/2020,1055
2/26/2020,1056
2/27/2020,1057
2/28/2020,1058
2/29/2020,1059
3/1/2020,1060
3/2/2020,1061
3/3/2020,1062
3/4/2020,1063
3/5/2020,1064
3/6/2020,1065
3/7/2020,1066
3/8/2020,1067
3/9/2020,1068
3/10/2020,1069
3/11/2020,1070
3/12/2020,1071
3/13/2020,1072
3/14/2020,1073
3/15/2020,1074
3/16/2020,1075
3/17/2020,1076
3/18/2020,1077
3/19/2020,1078
3/20/2020,1079
3/21/2020,1080
1/22/2020,1081
1/23/2020,1082
1/24/2020,1083
1/25/2020,1084
1/26/2020,1085
1/27/2020,1086
1/28/2020,1087
1/29/2020,1088
1/30/2020,1089
1/31/2020,1090
2/1/2020,1091
2/2/2020,1092
2/3/2020,1093
2/4/2020,1094
2/5/2020,1095
2/6/2020,1096
2/7/2020,1097
2/8/2020,1098
2/9/2020,1099
2/10/2020,1100
2/11/2020,1101
2/12/2020,1102
2/13/2020,1103
2/14/2020,1104
2/15/2020,1105
2/16/2020,1106
2/17/2020,1107
2/18/2020,1108
2/19/2020,1109
2/20/2020,1110
2/21/2020,1111
2/22/2020,1112
2/23/2020,1113
2/24/2020,1114
2/25/2020,1115
2/26/2020,1116
2/27/2020,1117
2/28/2020,1118
2/29/2020,1119
3/1/2020,1120
3/2/2020,1121
3/3/2020,1122
3/4/2020,1123
3/5/2020,1124
3/6/2020,1125
3/7/2020,1126
3/8/2020,1127
3/9/2020,1128
3/10/2020,1129
3/11/2020,1130
3/12/2020,1131
3/13/2020,1132
3/14/2020,1133
3/15/2020,1134
3/16/2020,1135
3/17/2020,1136
3/18/2020,1137
3/19/2020,1138
3/20/2020,1139
3/21/2020,1140
1/22/2020,1141
1/23/2020,1142
1/24/2020,1143
1/25/2020,1144
1/26/2020,1145
1/27/2020,1146
1/28/2020,1147
1/29/2020,1148
1/30/2020,1149
1/31/2020,1150
2/1/2020,1151
2/2/2020,1152
2/3/2020,1153
2/4/2020,1154
2/5/2020,1155
2/6/2020,1156
2/7/2020,1157
2/8/2020,1158
2/9/2020,1159
2/10/2020,1160
2/11/2020,1161
2/12/2020,1162
2/13/2020,1163
2/14/2020,1164
2/15/2020,1165
2/16/2020,1166
2/17/2020,1167
2/18/2020,1168
2/19/2020,1169
2/20/2020,1170
2/21/2020,1171
2/22/2020,1172
2/23/2020,1173
2/24/2020,1174
2/25/2020,1175
2/26/2020,1176
2/27/2020,1177
2/28/2020,1178
2/29/2020,1179
3/1/2020,1180
3/2/2020,1181
3/3/2020,1182
3/4/2020,1183
3/5/2020,1184
3/6/2020,1185
3/7/2020,1186
3/8/2020,1187
3/9/2020,1188
3/10/2020,1189
3/11/2020,1190
3/12/2020,1191
3/13/2020,1192
3/14/2020,1193
3/15/2020,1194
3/16/2020,1195
3/17/2020,1196
3/18/2020,1197
3/19/2020,1198
3/20/2020,1199
3/21/2020,1200
1/22/2020,1201
1/23/2020,1202
1/24/2020,1203
1/25/2020,1204
1/26/2020,1205
1/27/2020,1206
1/28/2020,1207
1/29/2020,1208
1/30/2020,1209
1/31/2020,1210
2/1/2020,1211
2/2/2020,1212
2/3/2020,1213
2/4/2020,1214
2/5/2020,1215
2/6/2020,1216
2/7/2020,1217
2/8/2020,1218
2/9/2020,1219
2/10/2020,1220
2/11/2020,1221
2/12/2020,1222
2/13/2020,1223
2/14/2020,1224
2/15/2020,1225
2/16/2020,1226
2/17/2020,1227
2/18/2020,1228
2/19/2020,1229
2/20/2020,1230
2/21/2020,1231
2/22/2020,1232
2/23/2020,1233
2/24/2020,1234
2/25/2020,1235
2/26/2020,1236
2/27/2020,1237
2/28/2020,1238
2/29/2020,1239
3/1/2020,1240
3/2/2020,1241
3/3/2020,1242
3/4/2020,1243
3/5/2020,1244
3/6/2020,1245
3/7/2020,1246
3/8/2020,1247
3/9/2020,1248
3/10/2020,1249
3/11/2020,1250
3/12/2020,1251
3/13/2020,1252
3/14/2020,1253
3/15/2020,1254
3/16/2020,1255
3/17/2020,1256
3/18/2020,1257
3/19/2020,1258
3/20/2020,1259
3/21/2020,1260
1/22/2020,1261
1/23/2020,1262
1/24/2020,1263
1/25/2020,1264
1/26/2020,1265
1/27/2020,1266
1/28/2020,1267
1/29/2020,1268
1/30/2020,1269
1/31/2020,1270
2/1/2020,1271
2/2/2020,1272
2/3/2020,1273
2/4/2020,1274
2/5/2020,1275
2/6/2020,1276
2/7/2020,1277
2/8/2020,1278
2/9/2020,1279
2/10/2020,1280
2/11/2020,1281
2/12/2020,1282
2/13/2020,1283
2/14/2020,1284
2/15/2020,1285
2/16/2020,1286
2/17/2020,1287
2/18/2020,1288
2/19/2020,1289
2/20/2020,1290
2/21/2020,1291
2/22/2020,1292
2/23/2020,1293
2/24/2020,1294
2/25/2020,1295
2/26/2020,1296
2/27/2020,1297
2/28/2020,1298
2/29/2020,1299
3/1/2020,1300
3/2/2020,1301
3/3/2020,1302
3/4/2020,1303
3/5/2020,1304
3/6/2020,1305
3/7/2020,1306
3/8/2020,1307
3/9/2020,1308
3/10/2020,1309
3/11/2020,1310
3/12/2020,1311
3/13/2020,1312
3/14/2020,1313
3/15/2020,1314
3/16/2020,1315
3/17/2020,1316
3/18/2020,1317
3/19/2020,1318
3/20/2020,1319
3/21/2020,1320
1/22/2020,1321
1/23/2020,1322
1/24/2020,1323
1/25/2020,1324
1/26/2020,1325
1/27/2020,1326
1/28/2020,1327
1/29/2020,1328
1/30/2020,1329
1/31/2020,1330
2/1/2020,1331
2/2/2020,1332
2/3/2020,1333
2/4/2020,1334
2/5/2020,1335
2/6/2020,1336
2/7/2020,1337
2/8/2020,1338
2/9/2020,1339
2/10/2020,1340
2/11/2020,1341
2/12/2020,1342
2/13/2020,1343
2/14/2020,1344
2/15/2020,1345
2/16/2020,1346
2/17/2020,1347
2/18/2020,1348
2/19/2020,1349
2/20/2020,1350
2/21/2020,1351
2/22/2020,1352
2/23/2020,1353
2/24/2020,1354
2/25/2020,1355
2/26/2020,1356
2/27/2020,1357
2/28/2020,1358
2/29/2020,1359
3/1/2020,1360
3/2/2020,1361
3/3/2020,1362
3/4/2020,1363
3/5/2020,1364
3/6/2020,1365
3/7/2020,1366
3/8/2020,1367
3/9/2020,1368
3/10/2020,1369
3/11/2020,1370
3/12/2020,1371
3/13/2020,1372
3/14/2020,1373
3/15/2020,1374
3/16/2020,1375
3/17/2020,1376
3/18/2020,1377
3/19/2020,1378
3/20/2020,1379
3/21/2020,1380
1/22/2020,1381
1/23/2020,1382
1/24/2020,1383
1/25/2020,1384
1/26/2020,1385
1/27/2020,1386
1/28/2020,1387
1/29/2020,1388
1/30/2020,1389
1/31/2020,1390
2/1/2020,1391
2/2/2020,1392
2/3/2020,1393
2/4/2020,1394
2/5/2020,1395
2/6/2020,1396
2/7/2020,1397
2/8/2020,1398
2/9/2020,1399
2/10/2020,1400
2/11/2020,1401
2/12/2020,1402
2/13/2020,1403
2/14/2020,1404
2/15/2020,1405
2/16/2020,1406
2/17/2020,1407
2/18/2020,1408
2/19/2020,1409
2/20/2020,1410
2/21/2020,1411
2/22/2020,1412
2/23/2020,1413
2/24/2020,1414
2/25/2020,1415
2/26/2020,1416
2/27/2020,1417
2/28/2020,1418
2/29/2020,1419
3/1/2020,1420
3/2/2020,1421
3/3/2020,1422
3/4/2020,1423
3/5/2020,1424
3/6/2020,1425
3/7/2020,1426
3/8/2020,1427
3/9/2020,1428
3/10/2020,1429
3/11/2020,1430
3/12/2020,1431
3/13/2020,1432
3/14/2020,1433
3/15/2020,1434
3/16/2020,1435
3/17/2020,1436
3/18/2020,1437
3/19/2020,1438
3/20/2020,1439
3/21/2020,1440
1/22/2020,1441
1/23/2020,1442
1/24/2020,1443
1/25/2020,1444
1/26/2020,1445
1/27/2020,1446
1/28/2020,1447
1/29/2020,1448
1/30/2020,1449
1/31/2020,1450
2/1/2020,1451
2/2/2020,1452
2/3/2020,1453
2/4/2020,1454
2/5/2020,1455
2/6/2020,1456
2/7/2020,1457
2/8/2020,1458
2/9/2020,1459
2/10/2020,1460
2/11/2020,1461
2/12/2020,1462
2/13/2020,1463
2/14/2020,1464
2/15/2020,1465
2/16/2020,1466
2/17/2020,1467
2/18/2020,1468
2/19/2020,1469
2/20/2020,1470
2/21/2020,1471
2/22/2020,1472
2/23/2020,1473
2/24/2020,1474
2/25/2020,1475
2/26/2020,1476
2/27/2020,1477
2/28/2020,1478
2/29/2020,1479
3/1/2020,1480
3/2/2020,1481
3/3/2020,1482
3/4/2020,1483
3/5/2020,1484
3/6/2020,1485
3/7/2020,1486
3/8/2020,1487
3/9/2020,1488
3/10/2020,1489
3/11/2020,1490
3/12/2020,1491
3/13/2020,1492
3/14/2020,1493
3/15/2020,1494
3/16/2020,1495
3/17/2020,1496
3/18/2020,1497
3/19/2020,1498
